longitude,latitude,CO2_emissions_tonnes,CH4_emissions_tonnes,N2O_emissions_tonnes,total_CO2e_20yrGWP,total_CO2e_100yrGWP
-68.75,-53.0,65.76632043120001,0.08790152184000002,0.008390599812,75.19455775328402,70.50940663921202
-69.75,-52.75,209.65986007344003,0.28022581540800007,0.026748827834400003,239.71662628336082,224.78059032211442
-69.25,-52.75,186.36432006528,0.24908961369600002,0.0237767358528,213.0814455852096,199.8049691752128
-68.75,-52.75,8.716018370400002,0.01164959928,0.001112007204,9.965543798628003,9.344620157004002
-71.0,-36.0,63.86464369584001,0.08535979108800003,0.008147980058400001,73.0202572881288,68.4705804231384
-72.25,-35.5,55.940990631839995,0.07476924628800001,0.007137064418399999,63.96067201664879,59.97547118949839
-71.75,-34.0,2.06014979664,0.002753541648000001,0.0002628380664,2.3554921705848004,2.2087284007464003
-71.5,-34.0,48.65122981296,0.065025945072,0.0062070220296,55.6258535668872,52.1599706945496
-70.5,-34.0,114.10060412160003,0.15250384512000006,0.014557185216000003,130.45802790931202,122.32957296441603
-71.5,-32.75,394.75639564848007,0.5276209419360002,0.05036381718480001,451.34853822513367,423.22634201994487
-70.5,-30.0,20.28455184384,0.027111794688000002,0.0025879440383999998,23.1925382949888,21.7474796381184
-71.25,-28.75,7.765180002719999,0.010378733904000001,0.0009906973272,8.878393566050399,8.325207048967199
-70.25,-27.5,70.04509308576002,0.09362041603200004,0.008936494257600002,80.0867337998832,75.09676562537761
-70.25,-23.75,46.11566083248,0.06163697073600002,0.005883529024800001,52.726786280013606,49.441535739784804
-68.25,-22.75,58.00114042848001,0.07752278793600002,0.007399902484800001,66.31616418723361,62.18419959024481
-69.0,-22.25,1738.92490142544,2.3242009618080006,0.22185554635440002,1988.216583679001,1864.3366724146344
-69.0,-19.5,76.38401553696,0.10209285187200003,0.009745226769600001,87.3344020170672,81.8928530122896
-69.25,-19.0,219.32671681152004,0.2931462800640001,0.027982144915200003,250.76932031456644,235.14462358715522
-68.75,-52.25,25.83110898864,0.034525176048000004,0.0032955849864,29.534247985024802,27.6940561016664
-70.5,-48.75,32.01155837856,0.042785800992,0.0040840991856,36.60072449677919,34.3202413039056
-70.5,-48.5,93.81605227776001,0.12539205043200002,0.011969241177600001,107.26548961432322,100.58209332629761
-69.5,-48.25,38.350480829759995,0.051258236832,0.0048928316976,43.84839271396319,41.116328690817596
-70.5,-43.0,969.3797158497599,1.295647250832,0.12367541939759999,1108.3496621128631,1039.2916636435175
-63.5,-40.75,142.46728209072,0.19041799550400004,0.018176263207200002,162.8913431812104,152.7420640208472
-63.25,-40.75,173.36952904032,0.23172112022400004,0.0221188342032,198.22372573998243,185.87299003204322
-63.0,-40.75,76.0670694144,0.10166923008,0.009704790144,86.972018606208,81.55304864294399
-62.5,-40.75,315.20291888592,0.4212918721440001,0.0402142241592,360.3903020994744,337.9354453141992
-69.75,-40.25,108.87099309936,0.14551408555200004,0.013889980893600001,124.47870163013522,116.72280087021362
-64.25,-40.25,83.9907224784,0.11225977488000002,0.010715705784000001,96.03160387768801,90.048157876584
-64.0,-40.25,190.64309271984,0.254808507888,0.0243226302984,217.9736216318088,204.3923281613784
-64.75,-40.0,97.61940574848,0.13047551193600002,0.0124544806848,111.61409054463361,104.6597457584448
-64.5,-40.0,2049.2151554116804,2.7389266961760006,0.2614430028168,2342.989942910158,2197.005150003977
-64.25,-40.0,151.97566576752,0.20312664926400004,0.0193893619752,173.76284550698642,162.93619510121522
-63.25,-40.0,1325.15173842336,1.7711627123520004,0.1690655316336,1515.1250408023154,1420.722068233954
-62.5,-40.0,57.20877512208001,0.07646373345600004,0.0072988109208000015,65.41020566008561,61.334688666880815
-65.25,-39.75,459.88882383456,0.6146752201920002,0.05867354374560001,525.8183291566993,493.0561399204656
-62.75,-39.75,64.81548206352001,0.08663065646400002,0.008269289935200002,74.10740752070642,69.48999353117522
-62.5,-39.75,723.4295247432001,0.9669167402400003,0.092296597932,827.1401352861241,775.6034730313321
-65.75,-39.5,541.81939651632,0.7241814534240002,0.0691264114632,619.4944408638024,580.8955693963032
-65.5,-39.5,133.59279065904002,0.17855658532800003,0.0170440376904,152.7446076771528,143.22754167917043
-63.0,-39.5,694.7459006515201,0.9285789680640002,0.0886370833152,794.3444366033664,744.8511776055552
-62.75,-39.5,309.49788867984,0.4136666798880001,0.0394863648984,353.86740070400884,331.81896666597845
-62.5,-39.5,2653.15599194976,3.546138020832001,0.33849499289760004,3033.5115323023633,2844.5023757920176
-62.25,-39.5,85.89239921376002,0.11480150563200003,0.010958325537600002,98.20590434284323,92.08698409265762
-67.0,-39.25,594.2739798,0.79429086,0.075818673,679.468895361,637.1331925229999
-66.0,-39.25,588.7274226551999,0.7868774786400001,0.075111032052,673.127185670964,631.186616059452
-65.75,-39.25,1799.93703001824,2.4057481567680004,0.2296395967824,2057.975390269397,1929.7490135136625
-63.5,-39.25,864.4705492824,1.1554284376800001,0.110290896324,988.4007531184681,926.816417390124
-63.25,-39.25,1328.4796727102403,1.7756107411680002,0.1694901162024,1518.9300666163372,1424.2900141120826
-62.75,-39.25,140.56560535536002,0.18787626475200006,0.017933643453600004,160.71704271605523,150.70323780477364
-62.5,-39.25,244.52393355504,0.32682421252800004,0.0311968566504,279.5788014778728,262.1590709501304
-67.75,-39.0,555.7650259089601,0.7428208122720001,0.0709056229896,635.4393109416072,595.8469616475096
-67.5,-39.0,65.29090124736001,0.08726608915200003,0.008329944873600002,74.65098263699522,69.99970008519361
-67.25,-39.0,93.65757921648,0.12518023953600002,0.011949022864800003,107.08429790889363,100.41219114162482
-67.0,-39.0,102.05665146432,0.13640621702400002,0.013020593443200001,116.68745829666241,109.41700692928322
-66.5,-39.0,80.66278819152001,0.10781174606400003,0.0102911212152,92.22657806366641,86.4802119984552
-64.25,-39.0,112.19892738624,0.14996211436800005,0.014314565462400002,128.28372744415682,120.2907467483424
-64.0,-39.0,261.00513192816004,0.3488525457120001,0.033299561181600004,298.4227388425512,279.8288981561016
-63.5,-39.0,11.251587350880001,0.015038573616000004,0.0014355002088000002,12.864611085501602,12.063055111768803
-63.25,-39.0,157.6806959736,0.21075184152000004,0.020117221236,180.285746902452,169.052673749436
-62.75,-39.0,102.2151245256,0.13661802792000002,0.013040811756,116.868650002092,109.586909113956
-62.5,-39.0,228.35968130448,0.30521950113600005,0.0291345887448,261.0972475240536,244.8290481135048
-70.5,-38.75,114.10060412160003,0.15250384512000006,0.014557185216000003,130.45802790931202,122.32957296441603
-68.25,-38.75,161.48404944432,0.21583530302400003,0.020602460743199998,184.6343478327624,173.1303261815832
-68.0,-38.75,92.23132166496,0.12327394147200003,0.011767058049600002,105.45357256002721,98.88307147956961
-65.75,-38.75,77.96874614976001,0.10421096083200003,0.0099474098976,89.14631907136322,83.59187485901761
-65.0,-38.75,45.64024164864,0.06100153804800001,0.0058228740864,52.1832111637248,48.9318291857664
-64.75,-38.75,19.33371347616,0.025840929312000004,0.0024666341616,22.1053880624112,20.728066530081602
